t_index 	term                	df 
1258    	brag                	4  
1259    	brain               	2  
1260    	brainwash           	3  
1261    	brake               	1  
1262    	branch              	9  
1263    	brand               	6  
1264    	brandish            	6  
1265    	brandon             	1  
1266    	brash               	2  
1267    	brass               	4  
1268    	brave               	6  
1269    	bravent             	1  
1270    	braveri             	2  
1271    	bravo               	4  
1272    	brazen              	1  
1273    	brazil              	2  
1274    	brazilian           	1  
1275    	breach              	3  
1276    	bread               	1  
1277    	breadbasket         	2  
1278    	break               	111
1279    	breakawai           	2  
1280    	breakdown           	3  
1281    	breaker             	1  
1282    	breakfast           	6  
1283    	breakout            	9  
1284    	breakthrough        	12 
1285    	breakup             	3  
1286    	breast              	4  
1287    	breath              	6  
1288    	breaux              	1  
1289    	breed               	5  
1290    	breez               	6  
1291    	breme               	1  
1292    	bremer              	1  
1293    	brenton             	2  
1294    	brevant             	1  
1295    	brew                	3  
1296    	brewer              	1  
1297    	brian               	15 
1298    	bribe               	40 
1299    	briberi             	10 
1300    	brick               	12 
1301    	bride               	1  
1302    	bridg               	19 
1303    	bridgett            	1  
1304    	brie                	6  
1305    	brief               	27 
1306    	brien               	1  
1307    	brig                	1  
1308    	brigad              	3  
1309    	bright              	11 
1310    	brighten            	2  
1311    	brighter            	1  
1312    	brightest           	2  
1313    	brightli            	1  
1314    	brilliant           	3  
1315    	brim                	1  
1316    	bring               	126
1317    	brink               	6  
1318    	brisk               	1  
1319    	briskli             	3  
1320    	bristl              	3  
1321    	britain             	37 
1322    	british             	56 
1323    	briton              	3  
